cluster,observer_path,observer_label_values,observer_type,observer_value_class,observer_sample,observer_n_files,viewpoint_path,viewpoint_short_label,viewpoint_long_label,viewpoint_type,viewpoint_value_class,viewpoint_sample,viewpoint_n_files,notes
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,M-mode/rhythm,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Mitral valve,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Pulmonary valve,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Pulmonary veins,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,RVOT,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Short Axis ventricles,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Short axis outflows,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Superior vena cava,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Tricuspid valve,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Umbilical artery,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Umbilical vein,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Ventricular septum,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.print_in_report,Visceral/abdominal situs,int,integer,0,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,3 Vessel view,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,3 Vessel-trachea view,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,4 chamber view apical,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,4 chamber view subcostal,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Aortic Arch,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Aortic valve,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Atrial septum,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Ductal Arch,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Ductus venosus,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Foramen ovale,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Inferior vena cava,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,LVOT,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,M-mode/rhythm,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Mitral valve,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Pulmonary valve,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Pulmonary veins,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,RVOT,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Short Axis ventricles,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Short axis outflows,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Superior vena cava,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Tricuspid valve,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Umbilical artery,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Umbilical vein,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Ventricular septum,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_anatomy[].main.required,Visceral/abdominal situs,str,coded_text,No,5/5,,,,,,,,
cardiac,fetuses[].fetal_echo_measurements,,null,empty,,5/5,,,,,,,,
cardiac,fetuses[].fetus.heart_bpm,,int,integer,150|161,5/5,,,,,,,,
cardiac,fetuses[].fetus.heart_movement_seen,,str,coded_text,Seen,5/5,,,,,,,,
cardiac,fetuses[].fetus.heart_rate_is,,str,coded_text,Regular,5/5,,,,,,,,
cardiac,,,,,,,OBX FetalEchocardiography.FetalEchoMarkersOtherFindingsPrint,Fetal echocardiography markers other findings print,Print fetal echocardiography markers other findings in report,str (ST),coded_text,Print,2/7,
cardiac,,,,,,,OBX FetalEchocardiography.ThymusTTRatioPrint,Thymus print,Print thymus or TT-Ratio in report,str (ST),coded_text,Print,2/7,
cardiac,,,,,,,OBX HeartFetus.AortaAscDetails,Ascending aorta,Ascending aorta details,str (ST),coded_text,normal size and morphology,2/7,
cardiac,,,,,,,OBX HeartFetus.AorticIsthmusDetails,Aortic isthmus,Aortic isthmus details,str (ST),coded_text,normal size and morphology,2/7,
cardiac,,,,,,,OBX HeartFetus.AorticIsthmusDiameterZscoreMethod,Ao isthmus Zscore by,Aortic isthmus diameter Zscore calculated by,str (ST),coded_text,Krishnan,2/7,
cardiac,,,,,,,OBX HeartFetus.AorticRootDetails,Aortic root,Aortic root details,str (ST),coded_text,aortic root larger than pulmonary root|normal,2/7,
cardiac,,,,,,,OBX HeartFetus.AorticValveAnnulusDiameterSystole2D,AoV annulus syst,Aortic valve annulus diameter systole 2D mode,float (NM),decimal,6.3|8.5,2/7,
cardiac,,,,,,,OBX HeartFetus.AorticValveAnnulusDiameterSystole2DZscoreBPD,AoV annulus syst Z-score (BPD),Aortic valve annulus diameter systole 2D mode Zscore based on biparietal diameter,float (NM),decimal,2.92371661 (2.92)|5.87769032 (5.88),2/7,
cardiac,,,,,,,OBX HeartFetus.AorticValveAnnulusDiameterSystole2DZscoreFL,AoV annulus syst Z-score (FL),Aortic valve annulus diameter systole 2D mode Zscore based on femur length,float (NM),decimal,4.93056572 (4.93)|7.07297098 (7.07),2/7,
cardiac,,,,,,,OBX HeartFetus.AorticValveAnnulusDiameterSystole2DZscoreGA,AoV annulus syst Z-score (GA),Aortic valve annulus diameter systole 2D mode Zscore based on gestational age,float (NM),decimal,4.23621336 (4.24)|6.57253575 (6.57),2/7,
cardiac,,,,,,,OBX HeartFetus.AorticValveAnnulusDiameterSystole2DZscoreMethod,AoV annulus syst Z-score by,Aortic valve annulus diameter systole 2D mode Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.AorticValveDiameterOverPulmonaryValveDiameterSystole,AoV annulus syst / PV annulus syst,Aortic valve annulus diameter at systole / Pulmonaryvalve annulus diameter at systole,float (NM),decimal,0.91970803 (0.92)|0.82284608 (0.82),2/7,
cardiac,,,,,,,OBX HeartFetus.AscendingAortaDiameterZscoreMethod,Ao asc Zscore by,Ascending aorta diameter Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.AtriaDetails,Atria,Atria details,str (ST),coded_text,"normal, atria approximately equal in size",2/7,
cardiac,,,,,,,OBX HeartFetus.AtrioVentricularConnectionsDetails,AV connections,Atrioventricular connections,str (ST),coded_text,"common AV junction, balanced ventricles|concordant, patent AV valves, equal size",2/7,
cardiac,,,,,,,OBX HeartFetus.CardiacActivity,Cardiac activity,Fetal cardiac activity,str (ST),coded_text,present,7/7,
cardiac,,,,,,,OBX HeartFetus.CardiacArea,Cardiac area,Cardiac area,float (NM),decimal,450.02 (4.5)|647.73 (6.5),2/7,
cardiac,,,,,,,OBX HeartFetus.CardiacCircumference,Cardiac circ,Cardiac circumference,float (NM),decimal,75.2|90.22 (90.2),2/7,
cardiac,,,,,,,OBX HeartFetus.CardiacFunction,Cardiac function,Fetal cardiac function,str (ST),coded_text,good contractility (normal)|mildly impaired left ventricular contractility,2/7,
cardiac,,,,,,,OBX HeartFetus.CardiacPosition,Cardiac position,Fetal cardiac position,str (ST),coded_text,normal,1/7,
cardiac,,,,,,,OBX HeartFetus.CardiacProportions,Cardiac proportions,Fetal cardiac proportions,str (ST),coded_text,proportioned (normal)|disproportioned,2/7,
cardiac,,,,,,,OBX HeartFetus.CardiacRhythm,Cardiac rhythm,Fetal cardiac rhythm,str (ST),coded_text,regular (normal),2/7,
cardiac,,,,,,,OBX HeartFetus.CardiacSize,Cardiac size,Fetal cardiac size,str (ST),coded_text,normal (approx. 1/3 of thoracic area)|mildly increased,2/7,
cardiac,,,,,,,OBX HeartFetus.DescendingAortaDiameterZscoreMethod,Ao desc Zscore by,Descending aorta diameter Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.FetalHeartRate,FHR,Fetal heart rate,int (NM),integer,140,6/7,
cardiac,,,,,,,OBX HeartFetus.GreatArteryCrossingDetails,Cross-over gr. arteries,Crossing of the great arteries,str (ST),free_text,"anterior great artery (confirmed to be the pulmonary artery by its branching) which crosses the course of the proximal aorta, indicative of normal relationship of the great arteries",2/7,
cardiac,,,,,,,OBX HeartFetus.HeartAppearance,Heart,Heart appearance,str (ST),coded_text,abnormal|suboptimal|normal,7/7,
cardiac,,,,,,,OBX HeartFetus.HeartDetails,Heart,Fetal heart details,str (ST),coded_text,Atrioventricular septal defect: Complete|Ebstein anomaly,3/7,
cardiac,,,,,,,OBX HeartFetus.IntracardiacEchogenicFocusPrint,Echogenic focus print,Print intracardiac echogenic focus in report,str (ST),coded_text,Print,2/7,
cardiac,,,,,,,OBX HeartFetus.LeftVentricularAreaZscoreMethod,LV area Zscore by,Left ventricular area Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.LeftVentricularInletDiameterZscoreMethod,LV inlet Zscore by,Left ventricular inlet diameter Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.LeftVentricularWidthDiastole2DZscoreMethod,LV width diast Zscore by,Left ventricular width diastole 2D mode Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.MVAnnulusOverTVAnnulusDiastole,MV annulus diast / TV annulus diast,Mitral valve annulus diastolic diameter 2D / tricuspid valve annulus diastolic diameter 2D,float (NM),decimal,1.0813094 (1.08),1/7,
cardiac,,,,,,,OBX HeartFetus.MitralValveAnnulusDiameterDiastole2D,MV annulus diast,Mitral valve annulus diameter diastole 2D mode,float (NM),decimal,10.24 (10.2),1/7,
cardiac,,,,,,,OBX HeartFetus.MitralValveAnnulusDiameterDiastole2DZscoreBPD,MV annulus diast Zscore (BPD),Mitral valve annulus diameter diastole 2D mode Zscore based on biparietal diameter,float (NM),decimal,2.39964631 (2.40),1/7,
cardiac,,,,,,,OBX HeartFetus.MitralValveAnnulusDiameterDiastole2DZscoreFL,MV annulus diast Zscore (FL),Mitral valve annulus diameter diastole 2D mode Zscore based on femur length,float (NM),decimal,2.63252498 (2.63),1/7,
cardiac,,,,,,,OBX HeartFetus.MitralValveAnnulusDiameterDiastole2DZscoreGA,MV annulus diast Zscore (GA),Mitral valve annulus diameter diastole 2D mode Zscore based on gestational age,float (NM),decimal,2.88866451 (2.89),1/7,
cardiac,,,,,,,OBX HeartFetus.MitralValveAnnulusDiameterDiastole2DZscoreMethod,MV annulus diast Zscore by,Mitral valve annulus diameter diastole 2D mode Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.PericardialEffusion,Pericardial effusion,Pericardial effusion of the fetal heart,str (ST),coded_text,no,2/7,
cardiac,,,,,,,OBX HeartFetus.PericardialEffusionPrint,Pericardial effusion print,Print pericardial effusion of the fetal heart in report,str (ST),coded_text,Print,2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryArteryLBranchDiameterZscoreMethod,Lt PA branch Zscore by,Left pulmonary artery branch diameter Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryArteryLDetails,Lt branch PA,Left branch of pulmonary artery,str (ST),coded_text,normal,2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryArteryMainDetails,Main PA,Main pulmonary artery,str (ST),coded_text,normal size and bifurcation,2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryArteryMainDiameterZscoreMethod,PA main Zscore by,Main pulmonary artery diameter Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryArteryRBranchDiameterZscoreMethod,Rt PA branch Zscore by,Right pulmonary artery branch diameter Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryArteryRDetails,Rt branch PA,Right branch of pulmonary artery,str (ST),coded_text,normal,2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryValveAnnulusDiameterSystole2D,PV annulus syst,Pulmonary valve annulus diameter systole 2D mode,float (NM),decimal,6.85 (6.9)|10.33 (10.3),2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryValveAnnulusDiameterSystole2DZscoreBPD,PV annulus syst Zscore (BPD),Pulmonary valve annulus diameter systole 2D mode Zscore based on biparietal diameter,float (NM),decimal,2.24627632 (2.25)|6.55558603 (6.56),2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryValveAnnulusDiameterSystole2DZscoreFL,PV annulus syst Zscore (FL),Pulmonary valve annulus diameter systole 2D mode Zscore based on femur length,float (NM),decimal,3.9262725 (3.93)|7.02824005 (7.03),2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryValveAnnulusDiameterSystole2DZscoreGA,PV annulus syst Zscore (GA),Pulmonary valve annulus diameter systole 2D mode Zscore based on gestational age,float (NM),decimal,3.63356606 (3.63)|7.03425837 (7.03),2/7,
cardiac,,,,,,,OBX HeartFetus.PulmonaryValveAnnulusDiameterSystole2DZscoreMethod,PV annulus syst Zscore by,Pulmonary valve annulus diameter systole 2D mode Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.RightVentricularAreaZscoreMethod,RV area Zscore by,Right ventricular area Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.RightVentricularInletDiameterZscoreMethod,RV inlet Zscore by,Right ventricular inlet diameter Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.RightVentricularWidthDiastole2DZscoreMethod,RV width diast Zscore by,Right ventricular width diastole 2D mode Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.TricuspidValveAnnulusDiameterDiastole2D,TV annulus diast,Tricuspid valve annulus diameter diastole 2D mode,float (NM),decimal,9.47 (9.5),1/7,
cardiac,,,,,,,OBX HeartFetus.TricuspidValveAnnulusDiameterDiastole2DZscoreBPD,TV annulus diast Zscore (BPD),Tricuspid valve annulus diameter diastole 2D mode Zscore based on biparietal diameter,float (NM),decimal,1.32092812 (1.32),1/7,
cardiac,,,,,,,OBX HeartFetus.TricuspidValveAnnulusDiameterDiastole2DZscoreFL,TV annulus diast Zscore (FL),Tricuspid valve annulus diameter diastole 2D mode Zscore based on femur length,float (NM),decimal,1.486418 (1.49),1/7,
cardiac,,,,,,,OBX HeartFetus.TricuspidValveAnnulusDiameterDiastole2DZscoreGA,TV annulus diast Zscore (GA),Tricuspid valve annulus diameter diastole 2D mode Zscore based on gestational age,float (NM),decimal,1.99539972 (2.00),1/7,
cardiac,,,,,,,OBX HeartFetus.TricuspidValveAnnulusDiameterDiastole2DZscoreMethod,TV annulus diast Zscore by,Tricuspid valve annulus diameter diastole 2D mode Zscore calculated by,str (ST),coded_text,Schneider,2/7,
cardiac,,,,,,,OBX HeartFetus.VenousAtrialConnectionsDetails,Venous-atrial connections,Venous-atrial connections details,str (ST),coded_text,normal,2/7,
cardiac,,,,,,,OBX HeartFetus.VentricleArteryConnectionsDetails,VA connections,Ventriculo-arterial connections,str (ST),coded_text,concordant,2/7,
cardiac,,,,,,,OBX HeartFetus.VentriclesDetails,Ventricles,Ventricles details,str (ST),coded_text,normal size and morphology,2/7,
cardiac,,,,,,,OBX HeartFetus.VisceroAtrialSitusAppearance,Situs,Viscero- atrial situs,str (ST),coded_text,situs solitus (normal),2/7,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.afi_done,,int,integer,0|1,5/5,,,,,,,,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.afi_total,,float,decimal,11.5,1/5,,,,,,,,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.amniotic_fluid_volume,,str,coded_text,Normal,5/5,,,,,,,,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.done,,int,integer,1,5/5,,,,,,,,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.largest_vertical_pocket,,float|int,decimal|integer,5|3.7,2/5,,,,,,,,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.percentile_for_display,,str,percentile,16%,1/5,,,,,,,,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.quadrant_2,,float,decimal,3.5,1/5,,,,,,,,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.quadrant_3,,float,decimal,4.5,1/5,,,,,,,,
amniotic_fluid,fetuses[].amioticfluid.amniotic_fluid.quadrant_4,,float,decimal,3.5,1/5,,,,,,,,
amniotic_fluid,,,,,,,OBX Fetus.AmnioticFluidAmount,Amniotic fluid,Amount of AF,str (ST),coded_text,oligohydramnios|normal,2/7,
amniotic_fluid,,,,,,,OBX Fetus.AmnioticFluidMaximumVerticalPocket,MVP,AF MVP,float (NM),decimal,1.62 (1.6)|2.03 (2.0)|5.36 (5.4)|4.6|3.35 (3.4)|4.27 (4.3),6/7,
amniotic_fluid,,,,,,,OBX Fetus.VP_AmnioticFluidDetails_Mask,,,str (ST),free_text,Normal amount with MVP of 5.4 cm\.br\\.br\,1/7,
amniotic_fluid,,,,,,,OBX Fetus.VP_AmnioticFluidMaximumVerticalPocket_Author,,,str (ST),coded_text,Magann,6/7,
amniotic_fluid,,,,,,,OBX Fetus.VP_AmnioticFluidMaximumVerticalPocket_DevRatio,,,float|int (NM),decimal|percentile,-65.5 (-65.5%)|-52.9 (-52.9%)|14 (+14.0%)|-4.3 (-4.3%)|-30.2 (-30.2%)|-8.6 (-8.6%),6/7,
amniotic_fluid,,,,,,,OBX Fetus.VP_AmnioticFluidMaximumVerticalPocket_Deviation,,,float (NM),decimal,-3.2 (-3.2SD)|-2.5 (-2.5SD)|0.5 (+0.5SD)|-0.2 (-0.2SD)|-1.3 (-1.3SD)|-0.4 (-0.4SD),6/7,
amniotic_fluid,,,,,,,OBX Fetus.VP_AmnioticFluidMaximumVerticalPocket_Percentile,,,int (NM),percentile,0 (<1%)|1 (<1%)|70 (70%)|43 (43%)|9 (9%)|34 (34%),6/7,
placenta_cord,fetuses[].fetalvessels.ductus_venosus.done,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.ductus_venosus.ductus_venosus_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.ductus_venosus.peak_atrial_systolic,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.ductus_venosus.peak_ventricular_diastolic,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.ductus_venosus.peak_ventricular_systolic,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.ductus_venosus.reverse_flow,,str,coded_text,Unspecified,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.ductus_venosus.systolic_atrial_ratio,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.ductus_venosus.systolic_diastolic_ratio,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.intrahep_vein.done,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.intrahep_vein.pulsations,,str,coded_text,Unspecified,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.absent_end_diastolic_velocity,,str,coded_text,?,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.done,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.peak_systolic_velocity,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.peak_systolic_velocity_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.peak_systolic_velocity_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.peak_systolic_velocity_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.pulsatility_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.pulsatility_index_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.pulsatility_index_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.pulsatility_index_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.resistance_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.resistance_index_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.resistance_index_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.resistance_index_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.systolic_diastolic_ratio,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.systolic_diastolic_ratio_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.systolic_diastolic_ratio_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.middle_cerebral_artery.systolic_diastolic_ratio_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.done,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.pulsatility_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.pulsatility_index_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.pulsatility_index_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.pulsatility_index_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.resistance_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.resistance_index_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.resistance_index_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.resistance_index_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.systolic_diastolic_ratio,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.systolic_diastolic_ratio_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.systolic_diastolic_ratio_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.renal_artery.systolic_diastolic_ratio_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.absent_end_diastolic_velocity,,str,coded_text,?,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.done,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.peak_systolic_velocity,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.peak_systolic_velocity_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.peak_systolic_velocity_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.peak_systolic_velocity_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.pulsatility_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.pulsatility_index_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.pulsatility_index_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.pulsatility_index_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.resistance_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.resistance_index_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.resistance_index_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.resistance_index_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.reverse_flow,,str,coded_text,?,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.systolic_diastolic_ratio,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.systolic_diastolic_ratio_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.systolic_diastolic_ratio_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.thoracic_aorta.systolic_diastolic_ratio_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.absent_end_diastolic_velocity,,str,coded_text,?,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.done,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.pulsatility_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.pulsatility_index_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.pulsatility_index_percentile,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.pulsatility_index_z_score,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.resistance_index,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.resistance_index_mom,,int,integer,0,5/5,,,,,,,,
placenta_cord,fetuses[].fetalvessels.umbilical_artery.resistance_index_percentile,,int,integer,0,5/5,,,,,,,,
