cluster,observer_path,observer_label_values,observer_type,observer_value_class,observer_sample,observer_n_files,viewpoint_path,viewpoint_short_label,viewpoint_long_label,viewpoint_type,viewpoint_value_class,viewpoint_sample,viewpoint_n_files,notes
biometry,,,,,,,OBX Fetus.VP_HeadCircumferenceOverAbdominalCircumference_Author,,,str (ST),coded_text,Nicolaides,6/7,
biometry,,,,,,,OBX Fetus.VP_HeadCircumferenceOverAbdominalCircumference_DevRatio,,,float|int (NM),decimal|percentile,2 (+2.0%)|-4.5 (-4.5%)|9 (+9.0%)|-1.6 (-1.6%)|0.2 (+0.2%)|9.6 (+9.6%),6/7,
biometry,,,,,,,OBX Fetus.VP_HeadCircumferenceOverAbdominalCircumference_Deviation,,,float|int (NM),decimal,0.4 (+0.4SD)|-0.8 (-0.8SD)|1.6 (+1.6SD)|-0.3 (-0.3SD)|0 (0.0SD)|1.7 (+1.7SD),6/7,
biometry,,,,,,,OBX Fetus.VP_HeadCircumferenceOverAbdominalCircumference_Percentile,,,int (NM),percentile,64 (64%)|20 (20%)|95 (95%)|40 (40%)|51 (51%)|96 (96%),6/7,
biometry,,,,,,,OBX NeckSkinFetus.NeckAppearance,Neck,Neck appearance,str (ST),coded_text,abnormal|normal,3/7,
biometry,,,,,,,OBX NeckSkinFetus.NeckDetails,Neck,Neck details,str (ST),coded_text,cystic hygroma,1/7,
biometry,,,,,,,OBX NeckSkinFetus.NuchalTranslucency,NT,Nuchal translucency,int (NM),decimal,4 (4.00),1/7,
biometry,,,,,,,OBX NeckSkinFetus.VP_NuchalTranslucency_Author,,,str (ST),coded_text,Nicolaides,1/7,
biometry,,,,,,,OBX NeckSkinFetus.VP_NuchalTranslucency_DevRatio,,,float (NM),decimal,110.2 (>+99%),1/7,
biometry,,,,,,,OBX NeckSkinFetus.VP_NuchalTranslucency_Deviation,,,float (NM),decimal,4.5 (+4.5SD),1/7,
biometry,,,,,,,OBX NeckSkinFetus.VP_NuchalTranslucency_Percentile,,,int (NM),percentile,100 (>99%),1/7,
biometry,,,,,,,OBX SkullFetus.BiparietalDiameterOverOccipitoFrontalDiameter,Cephalic index,Ratio Biparietal diameter / Occipito-frontal diameter,float (NM),decimal,0.9596 (0.96)|0.7519 (0.75)|0.8474 (0.85)|0.8396 (0.84)|0.8787 (0.88)|0.7489 (0.75),6/7,
biometry,,,,,,,OBX SkullFetus.HeadAppearance,Cranium,Cranium,str (ST),coded_text,abnormal|normal,7/7,
biometry,,,,,,,OBX SkullFetus.HeadDetails,Cranium,Cranium details,str (ST),coded_text,cloverleaf shape,1/7,
biometry,,,,,,,OBX SkullFetus.HeadShapeAppearance,Head shape,Head shape appearance,str (ST),coded_text,abnormal,2/7,
biometry,,,,,,,OBX SkullFetus.HeadShapeDetails,Head shape,Head shape details,str (ST),coded_text,brachycephaly,2/7,
biometry,,,,,,,OBX SkullFetus.HeadSizeAppearance,Head size,Head size appearance,str (ST),coded_text,normal,1/7,
biometry,,,,,,,OBX SkullFetus.OccipitoFrontalDiameter,OFD,Occipito-frontal diameter,float (NM),decimal,71.7|52.4|74.7|93.5|76.7|71.3,6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameterOverOccipitoFrontalDiameter_Author,,,str (ST),coded_text,Nicolaides,6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameterOverOccipitoFrontalDiameter_DevRatio,,,float (NM),decimal|percentile,22.2 (+22.2%)|-4.8 (-4.8%)|7.9 (+7.9%)|5.1 (+5.1%)|11.5 (+11.5%)|-4.6 (-4.6%),6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameterOverOccipitoFrontalDiameter_Deviation,,,float (NM),decimal,4.5 (+4.5SD)|-1.1 (-1.1SD)|1.7 (+1.7SD)|1.1 (+1.1SD)|2.4 (+2.4SD),6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameterOverOccipitoFrontalDiameter_Percentile,,,int (NM),percentile,100 (>99%)|14 (14%)|96 (96%)|87 (87%)|99 (>99%),6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameter_Author,,,str (ST),coded_text,Hadlock,6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameter_DevRatio,,,float|int (NM),decimal|percentile,16.3 (+16.3%)|-9.2 (-9.2%)|7 (+7.0%)|-3.5 (-3.5%)|-5.1 (-5.1%)|-8.4 (-8.4%),6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameter_Deviation,,,float|int (NM),decimal,3.2 (+3.2SD)|-1.3 (-1.3SD)|1.4 (+1.4SD)|-1 (-1.0SD)|-1.2 (-1.2SD)|-1.6 (-1.6SD),6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameter_GA,,,int (NM),weeks_days,194 (27w 5d)|126 (18w 0d)|179 (25w 4d)|221 (31w 4d)|190 (27w 1d)|156 (22w 2d),6/7,
biometry,,,,,,,OBX SkullFetus.VP_BiparietalDiameter_Percentile,,,int (NM),percentile,100 (>99%)|9 (9%)|92 (92%)|17 (17%)|12 (12%)|5 (5%),6/7,
biometry,,,,,,,OBX SkullFetus.VP_HeadCircumference_Author,,,str (ST),coded_text,Chervenak,6/7,
biometry,,,,,,,OBX SkullFetus.VP_HeadCircumference_DevRatio,,,float (NM),decimal|percentile,1.9 (+1.9%)|6.2 (+6.2%)|-2.3 (-2.3%)|-8.5 (-8.5%)|2.9 (+2.9%),5/7,
biometry,,,,,,,OBX SkullFetus.VP_HeadCircumference_Deviation,,,float (NM),decimal,0.3 (+0.3SD)|0.9 (+0.9SD)|-0.5 (-0.5SD)|-1.5 (-1.5SD)|0.4 (+0.4SD),5/7,
biometry,,,,,,,OBX SkullFetus.VP_HeadCircumference_GA,,,int (NM),weeks_days,171 (24w 3d)|177 (25w 2d)|221 (31w 4d)|181 (25w 6d)|170 (24w 2d),5/7,
biometry,,,,,,,OBX SkullFetus.VP_HeadCircumference_Percentile,,,int (NM),percentile,61 (61%)|83 (83%)|32 (32%)|6 (6%)|67 (67%),5/7,
biometry,,,,,,,OBX SkullFetus.VP_OccipitoFrontalDiameter_Author,,,str (ST),coded_text,Nicolaides,6/7,
biometry,,,,,,,OBX SkullFetus.VP_OccipitoFrontalDiameter_DevRatio,,,float (NM),percentile,-7.1 (-7.1%)|-7.6 (-7.6%)|-3.3 (-3.3%)|-12.7 (-12.7%)|-18.1 (-18.1%)|-6.2 (-6.2%),6/7,
biometry,,,,,,,OBX SkullFetus.VP_OccipitoFrontalDiameter_Deviation,,,float (NM),decimal,-1.5 (-1.5SD)|-1.6 (-1.6SD)|-0.7 (-0.7SD)|-2.8 (-2.8SD)|-4.1 (-4.1SD)|-1.3 (-1.3SD),6/7,
biometry,,,,,,,OBX SkullFetus.VP_OccipitoFrontalDiameter_GA,,,int (NM),weeks_days,155 (22w 1d)|123 (17w 4d)|160 (22w 6d)|193 (27w 4d)|164 (23w 3d),6/7,
biometry,,,,,,,OBX SkullFetus.VP_OccipitoFrontalDiameter_Percentile,,,int (NM),percentile,7 (7%)|6 (6%)|25 (25%)|0 (<1%)|10 (10%),6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.AbdominalCircumferencePercentile,		AC %ile,		AC %ile,str (ST),percentile,"43% |70% , 70% , 70% , 70% |32% , 32% , 32% |42% , 42% , 42% |4% , 4% , 4% |15% , 15% , 15% , 15% ",6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.EFW,EFW,EFW,str (ST),coded_text,"652 g |261 g , 261 g , 261 g , 261 g |679 g , 679 g , 679 g |1942 g , 1942 g , 1942 g |918 g , 918 g , 918 g |536 g , 536 g , 536 g , 536 g ",6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.EFWPercentile,		EFW %ile,		EFW %ile,str (ST),percentile,"42% |29% , 29% , 29% , 29% |54% , 54% , 54% |36% , 36% , 36% |3% , 3% , 3% |11% , 11% , 11% , 11% ",6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.UmbilicalArteryPI,UA PI,UA PI,str (ST),coded_text,"... |... , ... , ... , ... |... , ... , ... |0.86 , 0.86 , 0.86 ",6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.UmbilicalArteryPIPercentile,		UA PI %ile,		UA PI %ile,str (ST),percentile,"... |... , ... , ... , ... |... , ... , ... |9% , 9% , 9% ",6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.UmbilicalArteryRI,UA RI,UA RI,str (ST),coded_text,"... |... , ... , ... , ... |... , ... , ... |0.54 , 0.54 , 0.54 ",6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.UmbilicalArteryRIPercentile,		UA RI %ile,		UA RI %ile,str (ST),percentile,"... |... , ... , ... , ... |... , ... , ... |4% , 4% , 4% ",6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.UmbilicalArterySD,UA S/D,UA S/D,str (ST),coded_text,"... |... , ... , ... , ... |... , ... , ... |2.19 , 2.19 , 2.19 ",6/7,
biometry,,,,,,,OBX U_FGRData_F_6v65c63705.UmbilicalArterySDPercentile,		UA SD %ile,		UA SD %ile,str (ST),percentile,"... |... , ... , ... , ... |... , ... , ... |7% , 7% , 7% ",6/7,
anatomy_brain,,,,,,,OBX BrainFetus.BrainAppearance,Brain,Brain appearance,str (ST),coded_text,abnormal|normal,6/7,
anatomy_brain,,,,,,,OBX BrainFetus.CerebellumAppearance,Cerebellum,Cerebellum appearance,str (ST),coded_text,abnormal,1/7,
anatomy_brain,,,,,,,OBX BrainFetus.CerebellumDetails,Cerebellum,Cerebellum details,str (ST),coded_text,hypoplasia,1/7,
anatomy_brain,,,,,,,OBX BrainFetus.LateralVentricleLAppearance,Lt lateral ventricle,Left lateral ventricle,str (ST),coded_text,abnormal,2/7,
anatomy_brain,,,,,,,OBX BrainFetus.LateralVentricleLDetails,Lt lateral ventricle,Left lateral ventricle,str (ST),coded_text,ventriculomegaly,2/7,
anatomy_brain,,,,,,,OBX BrainFetus.LateralVentricleRAppearance,Rt lateral ventricle,Right lateral ventricle,str (ST),coded_text,abnormal,3/7,
anatomy_brain,,,,,,,OBX BrainFetus.LateralVentricleRDetails,Rt lateral ventricle,Right lateral ventricle,str (ST),coded_text,ventriculomegaly,3/7,
anatomy_brain,,,,,,,OBX BrainFetus.LateralVentricleUndefinedOccipitalHorn,Vp,Lateral ventricle occipital horn,float (NM),decimal,13.78 (13.8)|12.07 (12.1)|0.73 (0.7),3/7,
anatomy_brain,,,,,,,OBX BrainFetus.TranscerebellarDiameter,Cerebellum tr,Cerebellar diameter transverse,float (NM),decimal,19.3,1/7,
anatomy_brain,,,,,,,OBX BrainFetus.VP_TranscerebellarDiameter_Author,,,str (ST),coded_text,Hill,1/7,
anatomy_brain,,,,,,,OBX BrainFetus.VP_TranscerebellarDiameter_DevRatio,,,float (NM),percentile,-3.5 (-3.5%),1/7,
anatomy_brain,,,,,,,OBX BrainFetus.VP_TranscerebellarDiameter_Deviation,,,float (NM),decimal,-0.7 (-0.7SD),1/7,
anatomy_brain,,,,,,,OBX BrainFetus.VP_TranscerebellarDiameter_GA,,,int (NM),weeks_days,131 (18w 5d),1/7,
anatomy_brain,,,,,,,OBX BrainFetus.VP_TranscerebellarDiameter_Percentile,,,int (NM),percentile,26 (26%),1/7,
anatomy_face_neck,,,,,,,OBX FaceFetus.FaceAppearance,Face,Face appearance,str (ST),coded_text,suboptimal|normal,7/7,
anatomy_face_neck,,,,,,,OBX FaceFetus.InnerInterorbitalDistance,Inner IOD,Inner interorbital distance,int (NM),decimal,15 (15.0),1/7,
anatomy_face_neck,,,,,,,OBX FaceFetus.VP_InnerInterorbitalDistance_Author,,,str (ST),coded_text,Merz,1/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.BonyThoracicArea,Thoracic area,Thoracic area,float (NM),decimal,1600.67 (16.0)|2273.55 (22.7),2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.BonyThoracicCircumference,Thoracic circ,Thoracic circumference,float (NM),decimal,141.83 (141.8)|169.03 (169.0),2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.CardiacAreaOverBonyThoracicArea,CA / ThA,Cardiac area / Thoracic area,float (NM),decimal,0.28,2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.CardiacCircumferenceOverBonyThoracicCircumference,CC / ThC,Cardiac circumference / Thoracic circumference,float (NM),decimal,0.53,2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.ChestAppearance,Thorax,Thorax appearance,str (ST),coded_text,normal,6/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.DuctusArteriosusDiameterZscoreMethod,Ductus arteriosus Zscore by,Ductus arteriosus diameter Zscore calculated by,str (ST),coded_text,Schneider,2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.ThoracicDescAortaDetails,Descending aorta,Descending thoracic aorta,str (ST),coded_text,normal,2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.VP_BonyThoracicCircumference_Author,,,str (ST),coded_text,Lessoway,2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.VP_BonyThoracicCircumference_DevRatio,,,float (NM),percentile,-16.8 (-16.8%)|-0.9 (-0.9%),2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.VP_BonyThoracicCircumference_Deviation,,,float|int (NM),decimal,-2 (-2.0SD)|-0.1 (-0.1SD),2/7,
anatomy_chest_gi,,,,,,,OBX ChestFetus.VP_BonyThoracicCircumference_Percentile,,,int (NM),percentile,2 (2%)|46 (46%),2/7,
anatomy_chest_gi,,,,,,,OBX GastrointestinalTractFetus.GastrointestinalTractAppearance,GI tract,Gastrointestinal tract,str (ST),coded_text,normal,6/7,
anatomy_spine,,,,,,,OBX SpineFetus.SpineAppearance,Spine,Spine appearance,str (ST),coded_text,suboptimal|normal,7/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.BladderAppearance,Bladder,Urinary bladder appearance,str (ST),coded_text,normal,2/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyLAnteriorPosteriorDiameter,Lt Kidney ap,Left kidney anterior-posterior diameter,float (NM),decimal,30.9,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyLAppearance,Lt kidney,Left kidney,str (ST),coded_text,abnormal,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyLLongitudinalDiameter,Lt Kidney long,Left kidney longitudinal diameter,float (NM),decimal,43.6,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyLTransverseDiameter,Lt Kidney tr,Left kidney transverse diameter,float (NM),decimal,45.9,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyLVolume,Lt Kidney Vol,Left kidney volume,int (NM),decimal,32378 (32.4),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyRAnteriorPosteriorDiameter,Rt Kidney ap,Right kidney anterior-posterior diameter,float (NM),decimal,25.7,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyRAppearance,Rt kidney,Right kidney,str (ST),coded_text,abnormal,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyRLongitudinalDiameter,Rt Kidney long,Right kidney longitudinal diameter,float (NM),decimal,45.2,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyRTransverseDiameter,Rt Kidney tr,Right kidney transverse diameter,float (NM),decimal,27.5,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.KidneyRVolume,Rt Kidney Vol,Right kidney volume,int (NM),decimal,16726 (16.7),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.RenalPelvisLAnteriorPosteriorDiameter,Lt Renal pelvis ap,Left renal pelvis anterior-posterior diameter,float (NM),decimal,13.35 (13.4),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.RenalPelvisRAnteriorPosteriorDiameter,Rt Renal pelvis ap,Right renal pelvis anterior-posterior diameter,float (NM),decimal,11.18 (11.2),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.UrogenitalTractAppearance,Urogenital tract,Urogenital tract appearance,str (ST),coded_text,normal|abnormal,6/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLAnteriorPosteriorDiameter_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLAnteriorPosteriorDiameter_DevRatio,,,float (NM),decimal,32.5 (+32.5%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLAnteriorPosteriorDiameter_Deviation,,,float (NM),decimal,1.9 (+1.9SD),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLAnteriorPosteriorDiameter_Percentile,,,int (NM),percentile,97 (97%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLLongitudinalDiameter_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLLongitudinalDiameter_DevRatio,,,float (NM),decimal,12.5 (+12.5%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLLongitudinalDiameter_Deviation,,,int (NM),decimal,1 (+1.0SD),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLLongitudinalDiameter_Percentile,,,int (NM),percentile,83 (83%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLTransverseDiameter_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLTransverseDiameter_DevRatio,,,float (NM),decimal,102.6 (>+99%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLVolume_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLVolume_DevRatio,,,float (NM),decimal,201.8 (>+99%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLVolume_Deviation,,,float (NM),decimal,5.2 (+5.2SD),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyLVolume_Percentile,,,int (NM),percentile,100 (>99%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRAnteriorPosteriorDiameter_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRAnteriorPosteriorDiameter_DevRatio,,,float (NM),decimal,10.2 (+10.2%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRAnteriorPosteriorDiameter_Deviation,,,float (NM),decimal,0.6 (+0.6SD),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRAnteriorPosteriorDiameter_Percentile,,,int (NM),percentile,72 (72%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRLongitudinalDiameter_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRLongitudinalDiameter_DevRatio,,,float (NM),decimal,16.6 (+16.6%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRLongitudinalDiameter_Deviation,,,float (NM),decimal,1.3 (+1.3SD),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRLongitudinalDiameter_Percentile,,,int (NM),percentile,90 (90%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRTransverseDiameter_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRTransverseDiameter_DevRatio,,,float (NM),decimal,21.4 (+21.4%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRTransverseDiameter_Deviation,,,float (NM),decimal,1.2 (+1.2SD),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRTransverseDiameter_Percentile,,,int (NM),percentile,89 (89%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRVolume_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRVolume_DevRatio,,,float (NM),decimal,55.9 (+55.9%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRVolume_Deviation,,,float (NM),decimal,1.4 (+1.4SD),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_KidneyRVolume_Percentile,,,int (NM),percentile,92 (92%),1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_RenalPelvisLAnteriorPosteriorDiameter_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_urinary,,,,,,,OBX UrinaryTractFetus.VP_RenalPelvisRAnteriorPosteriorDiameter_Author,,,str (ST),coded_text,Chitty,1/7,
anatomy_general,fetuses[].anatomy[].anomalies,,null,empty,,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].anomalies[].abnormal_or_normal_variant,,str,coded_text,Abnormal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].anomalies[].description,,str,coded_text,Dandy Walker|Renal agenesis|Omphalocele|Acrania|Hypoplastic left ventricle,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail,,null,empty,,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,BPD Level,str,coded_text,Unseen|Normal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Bowel,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Calvarium,str,coded_text,Unseen|Normal|Abnormal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Cardiac Axis,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Cardiac Position,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Cerebellum,str,coded_text,Abnormal|Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Cervical Spine,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Choroid Plexus,str,coded_text,Unseen|Normal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Cisterna Magna,str,coded_text,Unseen|Normal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Diaphragm,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Distal Left Outflow,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Distal Right Outflow,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Face,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Four Chamber View,str,coded_text,Normal|Unseen|Abnormal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Gall Bladder,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,IVC,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Interatrial Septum,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Interventricular Septum,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lateral Ventricles,str,coded_text,Unseen|Normal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Liver,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lt Femur,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lt Fingers,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lt Foot,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lt Forearm,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lt Hand,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lt Humerus,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lt Low Leg,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lt Toes,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lumbar Spine,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Lungs,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Neck,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Nose/Lips,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Nuchal Fold,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Orbits,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Palate,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Profile,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Proximal Left Outflow,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Proximal Right Outflow,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Rt Femur,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Rt Fingers,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Rt Foot,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Rt Forearm,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Rt Hand,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Rt Humerus,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Rt Low Leg,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Rt Toes,str,coded_text,Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,SVC,str,coded_text,Unseen|Normal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].anat_det_state,Sacrum,str,coded_text,Normal|Unseen,5/5,,,,,,,,
